Data,Local,Modalidade de Venda,Preço,Produto
2023-02-26,Belém,CIF,3.06685,Asfalto CAP 5070
2023-02-27,Belém,CIF,3.06685,Asfalto CAP 5070
2023-02-28,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-01,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-02,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-03,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-04,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-05,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-06,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-07,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-08,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-09,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-10,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-11,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-12,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-13,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-14,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-15,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-16,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-17,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-18,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-19,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-20,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-21,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-22,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-23,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-24,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-25,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-26,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-27,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-28,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-29,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-30,Belém,CIF,3.06685,Asfalto CAP 5070
2023-03-31,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-01,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-02,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-03,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-04,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-05,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-06,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-07,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-08,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-09,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-10,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-11,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-12,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-13,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-14,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-15,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-16,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-17,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-18,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-19,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-20,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-21,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-22,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-23,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-24,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-25,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-26,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-27,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-28,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-29,Belém,CIF,3.06685,Asfalto CAP 5070
2023-04-30,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-01,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-02,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-03,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-04,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-05,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-06,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-07,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-08,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-09,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-10,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-11,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-12,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-13,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-14,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-15,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-16,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-17,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-18,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-19,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-20,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-21,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-22,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-23,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-24,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-25,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-26,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-27,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-28,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-29,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-30,Belém,CIF,3.06685,Asfalto CAP 5070
2023-05-31,Belém,CIF,3.06685,Asfalto CAP 5070
2023-06-01,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-02,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-03,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-04,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-05,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-06,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-07,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-08,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-09,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-10,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-11,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-12,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-13,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-14,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-15,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-16,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-17,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-18,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-19,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-20,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-21,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-22,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-23,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-24,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-25,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-26,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-27,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-28,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-29,Belém,CIF,2.98844,Asfalto CAP 5070
2023-06-30,Belém,CIF,2.98844,Asfalto CAP 5070
2023-07-01,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-02,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-03,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-04,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-05,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-06,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-07,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-08,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-09,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-10,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-11,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-12,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-13,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-14,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-15,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-16,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-17,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-18,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-19,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-20,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-21,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-22,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-23,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-24,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-25,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-26,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-27,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-28,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-29,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-30,Belém,CIF,3.00612,Asfalto CAP 5070
2023-07-31,Belém,CIF,3.00612,Asfalto CAP 5070
2023-08-01,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-02,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-03,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-04,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-05,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-06,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-07,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-08,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-09,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-10,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-11,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-12,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-13,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-14,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-15,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-16,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-17,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-18,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-19,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-20,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-21,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-22,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-23,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-24,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-25,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-26,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-27,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-28,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-29,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-30,Belém,CIF,2.98497,Asfalto CAP 5070
2023-08-31,Belém,CIF,2.98497,Asfalto CAP 5070
2023-09-01,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-02,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-03,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-04,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-05,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-06,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-07,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-08,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-09,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-10,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-11,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-12,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-13,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-14,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-15,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-16,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-17,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-18,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-19,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-20,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-21,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-22,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-23,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-24,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-25,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-26,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-27,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-28,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-29,Belém,CIF,3.20239,Asfalto CAP 5070
2023-09-30,Belém,CIF,3.20239,Asfalto CAP 5070
2023-10-01,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-02,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-03,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-04,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-05,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-06,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-07,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-08,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-09,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-10,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-11,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-12,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-13,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-14,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-15,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-16,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-17,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-18,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-19,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-20,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-21,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-22,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-23,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-24,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-25,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-26,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-27,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-28,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-29,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-30,Belém,CIF,3.43975,Asfalto CAP 5070
2023-10-31,Belém,CIF,3.43975,Asfalto CAP 5070
2023-11-01,Belém,CIF,3.21638,Asfalto CAP 5070
2023-11-02,Belém,CIF,3.21638,Asfalto CAP 5070
2023-11-03,Belém,CIF,3.21638,Asfalto CAP 5070
2023-11-04,Belém,CIF,3.21638,Asfalto CAP 5070
2023-11-05,Belém,CIF,3.21638,Asfalto CAP 5070
2023-06-01,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-02,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-03,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-04,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-05,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-06,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-07,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-08,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-09,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-10,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-11,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-12,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-13,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-14,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-15,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-16,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-17,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-18,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-19,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-20,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-21,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-22,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-23,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-24,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-25,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-26,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-27,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-28,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-29,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-06-30,Porto Velho,CIF,3.12954,Asfalto CAP 5070
2023-07-01,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-02,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-03,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-04,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-05,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-06,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-07,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-08,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-09,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-10,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-11,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-12,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-13,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-14,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-15,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-16,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-17,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-18,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-19,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-20,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-21,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-22,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-23,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-24,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-25,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-26,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-27,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-28,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-29,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-30,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-07-31,Porto Velho,CIF,3.15316,Asfalto CAP 5070
2023-08-01,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-02,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-03,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-04,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-05,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-06,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-07,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-08,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-09,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-10,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-11,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-12,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-13,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-14,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-15,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-16,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-17,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-18,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-19,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-20,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-21,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-22,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-23,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-24,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-25,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-26,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-27,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-28,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-29,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-30,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-08-31,Porto Velho,CIF,3.24305,Asfalto CAP 5070
2023-09-01,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-02,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-03,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-04,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-05,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-06,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-07,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-08,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-09,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-10,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-11,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-12,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-13,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-14,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-15,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-16,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-17,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-18,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-19,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-20,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-21,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-22,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-23,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-24,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-25,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-26,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-27,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-28,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-29,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-09-30,Porto Velho,CIF,3.46803,Asfalto CAP 5070
2023-10-01,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-02,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-03,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-04,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-05,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-06,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-07,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-08,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-09,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-10,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-11,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-12,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-13,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-14,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-15,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-16,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-17,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-18,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-19,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-20,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-21,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-22,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-23,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-24,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-25,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-26,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-27,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-28,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-29,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-30,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-10-31,Porto Velho,CIF,3.70629,Asfalto CAP 5070
2023-11-01,Porto Velho,CIF,3.60598,Asfalto CAP 5070
2023-11-02,Porto Velho,CIF,3.60598,Asfalto CAP 5070
2023-11-03,Porto Velho,CIF,3.60598,Asfalto CAP 5070
2023-11-04,Porto Velho,CIF,3.60598,Asfalto CAP 5070
2023-11-05,Porto Velho,CIF,3.60598,Asfalto CAP 5070
2023-03-01,Belém,LTM,3.04068,Asfalto CAP 5070
2023-03-02,Belém,LTM,3.04068,Asfalto CAP 5070
2023-03-03,Belém,LTM,3.04068,Asfalto CAP 5070
2023-03-04,Belém,LTM,3.04068,Asfalto CAP 5070
2023-03-05,Belém,LTM,3.04068,Asfalto CAP 5070
2023-03-06,Belém,LTM,3.04068,Asfalto CAP 5070
2023-03-07,Belém,LTM,3.04068,Asfalto CAP 5070
2023-03-08,Belém,LTM,3.04068,Asfalto CAP 5070
2023-03-09,Belém,LTM,3.04068,Asfalto CAP 5070
2023-03-10,Belém,LTM,3.04068,Asfalto CAP 5070
